"state","year","agi_class","age_group","total_n1","total_n2","nonmig_y1_agi","outflow_n1","outflow_n2","samest_y1_agi","net_outflow_n1","pct_outflow_n1","net_outflow_n2","pct_outflow_n2","outflow_agi","net_outflow_agi","total_agi","pct_outflow_agi"
"CO",2019,7,"3",37562,133954,11873419,1091,3585,413064,-553,0.0954422022256536,-1725,0.0267629186138525,405765,-290002,12813165,0.0316678197775491
"CO",2019,7,"4",49771,168204,19464214,1036,3049,434536,-355,0.0612605734262924,-1246,0.0181267984114528,515350,-222044,20768519,0.0248139985330682
"CO",2019,7,"5",44207,104487,19386330,1048,2295,432602,-319,0.0519148551134436,-806,0.0219644549082661,551821,-466787,20614474,0.026768618981013
"CO",2019,7,"6",33993,63767,14555174,761,1372,230691,-255,0.0403612508457624,-462,0.0215158310724983,541273,-33375,15264399,0.0354598304197892
"CT",2019,0,"0",1464270,2914241,158332830,48238,79769,1818186,8794,0.0544769748748523,11832,0.0273721356607089,5550653,1678278,163860925,0.0338741710386415
"CT",2019,0,"1",110429,136450,2422616,8751,10066,127254,2108,0.0911535919006783,1954,0.0737706119457677,327321,94995,2730907,0.119857981249453
"CT",2019,0,"2",264299,463043,12678649,16026,24117,505986,2014,0.0912489264053212,1723,0.0520837157672182,1028451,51166,14023868,0.0733357587222013
"CT",2019,0,"3",237855,637310,24096569,6798,16019,346980,-125,0.0673477538836686,-892,0.0251353344526212,771423,-115843,25285242,0.0305088240800701
"CT",2019,0,"4",262370,666517,40284497,4783,10317,287040,895,0.0393223310591912,1826,0.0154789750298942,1000269,374473,41206377,0.0242746165235541
"CT",2019,0,"5",275067,522232,44619663,5295,9386,310177,2117,0.0341225955858027,4076,0.0179728549763324,1255549,687369,45526362,0.0275785049549973
"CT",2019,0,"6",314250,488689,34230835,6585,9864,240746,1785,0.0313890214797136,3145,0.0201846163920203,1167636,586116,35088166,0.0332772023479369
"CT",2019,1,"0",87255,121201,1013438,3719,4902,29957,477,0.0561801615953241,509,0.0404452108480953,20847,2307,1091335,0.0191022921467744
"CT",2019,1,"1",13276,16488,116229,990,1155,5862,101,0.0869990961132871,31,0.0700509461426492,5852,527,131683,0.0444400568030801
"CT",2019,1,"2",16299,24409,171311,1113,1541,7818,177,0.0945456776489355,226,0.0631324511450694,6311,882,191861,0.0328936052663126
"CT",2019,1,"3",9771,17128,111880,423,673,4269,40,0.0688772899396172,21,0.0392923867351705,2513,332,122634,0.0204918701175857
"CT",2019,1,"4",9070,13686,116591,292,415,3154,33,0.045755237045204,57,0.0303229577670612,1567,34,125081,0.0125278819325077
"CT",2019,1,"5",11539,15024,153537,296,384,2994,52,0.0332784470058064,83,0.0255591054313099,1527,260,159939,0.00954738994241555
"CT",2019,1,"6",27300,34466,343888,605,734,5857,74,0.0268864468864469,91,0.0212963500261127,3074,271,360135,0.00853568800588668
"CT",2019,2,"0",221224,365496,4087257,8607,12911,107338,1090,0.0583616605793223,911,0.0353245999956224,150318,20186,4346767,0.0345815637231073
"CT",2019,2,"1",40469,51479,562368,2593,3087,24003,467,0.0762806098495144,433,0.0599661998096311,45807,8853,620414,0.0738329567031047
"CT",2019,2,"2",50966,91004,846589,2817,4302,33214,292,0.0844092139857945,167,0.0472726473561602,49630,5599,929679,0.0533840174942104
"CT",2019,2,"3",31906,74006,586876,1085,2352,13833,36,0.0737165423431329,-64,0.0317812069291679,18726,704,623113,0.0300523340068334
"CT",2019,2,"4",26005,50057,524886,691,1268,9528,137,0.048759853874255,162,0.0253311225203268,11923,2280,547044,0.0217953217657081
"CT",2019,2,"5",25301,37459,553845,548,772,10685,68,0.0305126279593692,64,0.0206091993913345,9531,1191,576055,0.0165452951541086
"CT",2019,2,"6",46577,61491,1012690,873,1130,16072,90,0.0242609013032183,149,0.0183766730090582,14698,1559,1050461,0.0139919521048378
"CT",2019,3,"0",333721,561248,11320307,11227,16000,308154,1531,0.0479442408478939,1323,0.0285078966873824,410634,55239,11961064,0.0343308923018889
"CT",2019,3,"1",39263,47380,947471,2968,3367,50065,748,0.0857550365484044,700,0.0710637399746729,105300,25995,1058468,0.0994834043164271
"CT",2019,3,"2",87096,138919,2623872,4336,6023,127034,451,0.0691535776614311,380,0.0433562003757585,159738,16368,2879163,0.0554807074139255
"CT",2019,3,"3",55937,127336,1910010,1344,2673,49130,3,0.0477859019968894,-247,0.0209917069799585,50122,453,2008105,0.024959850207036
"CT",2019,3,"4",50480,98696,1850647,841,1508,33638,38,0.0298732171156894,22,0.0152792413066386,30789,1192,1916920,0.0160617031488012
"CT",2019,3,"5",48307,73415,1898892,780,1146,25813,138,0.0237232699194734,239,0.0156098889872642,29241,5497,1952206,0.0149784397753106
"CT",2019,3,"6",52638,75502,2089411,958,1283,22470,153,0.024374026368783,229,0.0169929273396731,35442,5734,2146200,0.0165138384120772
"CT",2019,4,"0",232750,405913,13186236,7840,11541,318144,1415,0.0495853920515575,1289,0.0284322009888819,484160,88942,13861755,0.0349277562617432
"CT",2019,4,"1",12699,14791,486367,1460,1607,33343,542,0.126545397275376,540,0.108647150294098,88948,33306,558490,0.159265161417393
"CT",2019,4,"2",49909,78591,2409798,3284,4649,124801,560,0.0931495321485103,562,0.0591543560967541,202559,35212,2679685,0.0755906011340885
"CT",2019,4,"3",38543,88380,2160892,964,2035,57332,-132,0.0527981734685935,-475,0.0230255713962435,59785,-7762,2280806,0.0262122249766091
"CT",2019,4,"4",40139,82797,2418885,614,1090,40904,88,0.0271556341712549,118,0.0131647281906349,38033,5379,2492614,0.0152582790596538
"CT",2019,4,"5",43153,70885,2720120,640,978,32118,208,0.0226635459875327,304,0.0137969951329618,39925,13175,2781247,0.0143550716638975
"CT",2019,4,"6",48307,70469,2990172,878,1182,29643,149,0.0244685035295092,240,0.0167733329549163,54909,9633,3068911,0.0178920144637626
"CT",2019,5,"0",161327,328274,12937458,4956,8331,228213,1135,0.0516404569600873,1478,0.0253781901704064,428465,98279,13463892,0.0318232647736628
"CT",2019,5,"1",3208,4051,160320,485,541,9606,182,0.168640897755611,183,0.13354727227845,41241,15568,187211,0.220291542697812
"CT",2019,5,"2",25258,47610,1699025,1862,2834,75045,355,0.112202074590229,456,0.0595253098088637,160457,30718,1883326,0.0851987388269476
"CT",2019,5,"3",26291,71436,2062127,774,1861,48012,-30,0.070784679167776,-135,0.0260512906657708,67308,-2467,2172758,0.0309781393049755
"CT",2019,5,"4",30939,74044,2581797,470,914,38738,75,0.0295420020039432,56,0.0123440116687375,40930,6813,2654340,0.0154200290844428
"CT",2019,5,"5",35651,66546,3068218,591,1015,31935,302,0.0284704496367563,523,0.0152526072190665,51519,26252,3126059,0.016480495089824
"CT",2019,5,"6",39980,64587,3365969,774,1166,24875,251,0.0291645822911456,395,0.0180531685942992,67007,21395,3440196,0.0194776692955866
"CT",2019,6,"0",284218,713751,36391873,7540,15321,403352,1916,0.0539058046992098,3511,0.0214654690501309,1040507,266834,37490319,0.0277540183107004
"CT",2019,6,"1",1325,1905,93582,222,260,4371,56,0.19622641509434,46,0.136482939632546,28331,6709,111801,0.253405604601032
"CT",2019,6,"2",28688,66990,2942285,2117,3704,105566,288,0.129113218070273,245,0.0552918346021794,285427,39540,3242022,0.0880398097236848
"CT",2019,6,"3",50315,166193,6330195,1375,3827,90532,-23,0.0760608168538209,84,0.0230274439958362,189816,-4209,6595956,0.0287776328404859
"CT",2019,6,"4",64351,197428,8604938,1003,2476,70020,250,0.0384764805519728,591,0.0125412808720141,140017,34916,8780281,0.0159467561459593
"CT",2019,6,"5",70435,156479,9511366,1225,2336,71399,641,0.0331653297366366,1232,0.0149285207599742,174348,91929,9668262,0.0180330239292233
"CT",2019,6,"6",69104,124756,8909505,1598,2718,61462,704,0.0393320213012271,1313,0.0217865273012921,222565,97949,9091994,0.024479228648853
"CT",2019,7,"0",143775,418358,79396260,4349,10763,423025,1230,0.0748600243435924,2811,0.0257267698956396,3015720,1146493,81645788,0.0369366267859403
"CT",2019,7,"1",189,356,56276,33,49,0,12,0.259259259259259,21,0.137640449438202,11840,4038,62837,0.18842401769658
"CT",2019,7,"2",6083,15520,1985766,497,1064,32504,-109,0.174913693901036,-313,0.0685567010309278,164327,-77152,2218130,0.0740835749031842
"CT",2019,7,"3",25092,92831,10934586,833,2598,83870,-19,0.103538976566236,-76,0.027986340769786,383150,-102894,11481868,0.0333700056471647
"CT",2019,7,"4",41386,149809,24186751,872,2646,91055,274,0.0639346638960035,820,0.0176624902375692,737008,323861,24690092,0.029850354547079
"CT",2019,7,"5",40681,102424,26713682,1215,2755,135230,708,0.067722032398417,1631,0.0268979926579708,949455,549065,27262592,0.0348262923789491
"CT",2019,7,"6",30344,57418,15519197,899,1651,80364,364,0.0544094384392302,728,0.0287540492528475,769939,449576,15930266,0.048331835764701
"DE",2019,0,"0",380948,767734,27736956,15175,26676,211944,-3158,0.0700253052910109,-6330,0.0347464095637291,1037292,-352927,29279547,0.035427187449314
"DE",2019,0,"1",31231,42151,627450,2707,3490,16642,102,0.111747942749192,16,0.0827975611492017,83278,7615,703459,0.118383587387467
"DE",2019,0,"2",69071,136437,2796090,5017,8616,47351,57,0.124741208321872,-95,0.0631500252863959,271107,22163,3054177,0.0887659752529077
"DE",2019,0,"3",62134,172691,4400132,2373,5818,32981,-527,0.0936363343740947,-1318,0.033690232843634,179616,-25869,4626812,0.0388206825779824
"DE",2019,0,"4",61551,149300,5721994,1590,3356,34864,-446,0.0545238907572582,-928,0.0224782317481581,161629,-33127,5939805,0.0272111626560131
"DE",2019,0,"5",67096,123205,6831839,1400,2360,40314,-1237,0.035173482770955,-2112,0.0191550667586543,159299,-185159,7239300,0.0220047518406476
"DE",2019,0,"6",89865,143950,7359447,2088,3036,39790,-1107,0.0337840093473544,-1893,0.0210906564779437,182361,-138551,7715992,0.0236341613625312
"DE",2019,1,"0",23127,34329,267320,1288,1859,4348,-96,0.0803822372119168,-144,0.0541524658452038,7474,-513,291503,0.0256395302964292
"DE",2019,1,"1",3946,5245,33542,345,425,1010,-19,0.107704004054739,-51,0.0810295519542421,2130,-62,38173,0.0557986011054934
"DE",2019,1,"2",4549,7639,38781,363,587,1006,12,0.12903934930754,35,0.0768425186542741,2089,-51,44198,0.0472645821077877
"DE",2019,1,"3",2580,4952,29088,166,299,461,-15,0.115891472868217,-45,0.0603796445880452,1018,-68,32340,0.0314780457637601
"DE",2019,1,"4",2252,3556,26669,129,202,261,18,0.0896980461811723,50,0.0568053993250844,694,118,28759,0.0241315762022323
"DE",2019,1,"5",3105,4178,43738,85,107,537,-39,0.0344605475040258,-56,0.0256103398755385,470,-231,46836,0.0100350157998121
"DE",2019,1,"6",6695,8759,95499,200,239,1070,-53,0.035698282300224,-77,0.0272862198881151,1070,-220,101194,0.0105737494317845
"DE",2019,2,"0",67514,118517,1236376,3228,5276,17713,-456,0.0781467547471636,-854,0.044516820371761,56377,-7755,1327592,0.0424656069033257
"DE",2019,2,"1",12855,17527,177577,996,1304,4419,-12,0.101439128743679,-55,0.0743994979174987,17418,-317,197772,0.0880711121897943
"DE",2019,2,"2",15695,30978,257327,1021,1778,5743,-83,0.113284485504938,-180,0.0573955710504229,18074,-1353,283937,0.0636549657142253
"DE",2019,2,"3",9328,23525,171245,422,1000,2173,-77,0.107204116638079,-199,0.0425079702444208,7430,-1186,183466,0.0404979669257519
"DE",2019,2,"4",7106,14300,136592,255,487,1630,-56,0.0685336335491134,-118,0.0340559440559441,4350,-978,144896,0.0300215326855124
"DE",2019,2,"5",7386,11285,168544,181,263,1218,-74,0.0356079068507988,-101,0.0233052724856004,3152,-1281,176681,0.017840062032703
"DE",2019,2,"6",15144,20902,325089,353,444,2528,-154,0.0293185419968304,-201,0.0212419864127835,5950,-2641,340838,0.0174569736942477
"DE",2019,3,"0",98524,178815,3321753,4133,6705,44337,-493,0.0680544841865941,-1150,0.0374968542907474,149532,-18068,3527406,0.0423914910843833
"DE",2019,3,"1",11063,14591,267691,924,1205,7179,53,0.108921630660761,48,0.0825851552326777,32056,2115,297512,0.107746914410175
"DE",2019,3,"2",24296,44296,721289,1623,2616,16206,-5,0.107672044781034,-181,0.0590572512190717,59216,141,790309,0.0749276548792941
"DE",2019,3,"3",17155,42785,578731,584,1315,6954,-156,0.0766540367239872,-377,0.030735070702349,21121,-6178,612526,0.0344818015888305
"DE",2019,3,"4",14100,28092,506156,345,647,6207,-76,0.045886524822695,-186,0.0230314680336039,12743,-2691,528918,0.0240925814587516
"DE",2019,3,"5",14137,22171,555491,294,426,4112,-167,0.0301336917309189,-245,0.0192142889359975,10915,-6376,579525,0.0188343902333808
"DE",2019,3,"6",17773,26880,692392,363,496,3677,-142,0.0279075001406628,-209,0.018452380952381,13478,-5081,718613,0.0187555749756823
"DE",2019,4,"0",61281,116660,3495116,2357,3834,36949,-500,0.0625642531943017,-1060,0.0328647351277216,145136,-30126,3695135,0.0392775906698943
"DE",2019,4,"1",2503,3370,96286,325,393,2276,48,0.157011586096684,31,0.116617210682493,19815,3284,109848,0.180385623771029
"DE",2019,4,"2",11420,21358,561347,874,1391,9784,-14,0.121803852889667,-46,0.0651278209570185,53423,-651,615769,0.0867581836695254
"DE",2019,4,"3",10475,26678,582968,370,798,7270,-159,0.07618138424821,-434,0.0299122872779069,23053,-9255,620288,0.0371649943252167
"DE",2019,4,"4",10397,22409,613517,227,444,5969,-141,0.0427046263345196,-250,0.0198134678031148,14142,-8692,642038,0.0220267336201284
"DE",2019,4,"5",11541,19634,720584,220,343,6852,-116,0.0297201282384542,-167,0.0174696954263013,13530,-7388,749947,0.0180412749167608
"DE",2019,4,"6",14945,23211,920411,341,465,4795,-118,0.0311140849782536,-194,0.0200336047563655,21171,-7425,957242,0.022116664333575
"DE",2019,5,"0",42285,91543,3391672,1513,2787,26207,-408,0.0659098971266407,-882,0.0304447090438373,130590,-35753,3571936,0.0365600055544108
"DE",2019,5,"1",645,1004,33055,92,125,1756,33,0.193798449612403,49,0.124501992031873,7697,2772,37752,0.203883237974147
"DE",2019,5,"2",5989,13380,405910,554,983,6893,45,0.164134246117883,62,0.0734678624813154,47596,3748,448244,0.106183239485637
"DE",2019,5,"3",7144,21015,558131,263,658,4291,-112,0.0921052631578947,-313,0.0313109683559362,22860,-9547,591864,0.0386237378857305
"DE",2019,5,"4",7822,18985,644832,178,337,4329,-59,0.0430836103298389,-153,0.0177508559388991,15415,-5021,668876,0.0230461251412818
"DE",2019,5,"5",8998,17155,772716,164,287,4267,-159,0.0318959768837519,-239,0.0167298163800641,14310,-13794,806499,0.0177433574003192
"DE",2019,5,"6",11687,20004,977026,262,397,4668,-156,0.0339693676734834,-288,0.0198460307938412,22709,-13911,1018699,0.0222921589203484
"DE",2019,6,"0",67101,170485,8397416,1944,4393,49347,-841,0.0654684728990626,-1600,0.0257676628442385,267935,-115604,8805769,0.0304272119788743
"DE",2019,6,"1",207,379,16259,25,38,0,-1,0.183574879227053,-6,0.100263852242744,4159,-179,19360,0.214824380165289
"DE",2019,6,"2",6361,16731,646321,494,1046,7717,69,0.164439553529319,120,0.0625186779032933,65413,9692,696710,0.0938884184237344
"DE",2019,6,"3",12158,41800,1473484,418,1259,8675,-24,0.103553215989472,-37,0.0301196172248804,56806,-2336,1533319,0.037047737620156
"DE",2019,6,"4",14381,43274,1859910,302,769,8906,-104,0.0534733328697587,-229,0.017770485742016,42630,-13133,1920629,0.0221958535458956
"DE",2019,6,"5",15902,34599,2100375,295,575,12622,-448,0.0361589737139982,-819,0.0166189774270933,41917,-62969,2217840,0.018899920643509
"DE",2019,6,"6",18092,33702,2301065,410,706,11424,-333,0.0390227724961309,-629,0.0209483116728978,57006,-46681,2417908,0.0235765794232039
"DE",2019,7,"0",21116,57385,7627300,712,1822,33041,-364,0.0862852813032771,-640,0.0317504574366124,280246,-145106,8060203,0.0347690994879409
"DE",2019,7,"1",12,35,3038,0,0,0,0,0,0,0,0,0,3038,0
"DE",2019,7,"2",761,2055,165113,88,215,0,33,0.282522996057819,95,0.104622871046229,25293,10637,175008,0.144524821722436
"DE",2019,7,"3",3294,11936,1006480,150,489,3154,16,0.148451730418944,87,0.0409684986595174,47325,2700,1053005,0.0449428065393802
"DE",2019,7,"4",5493,18684,1934315,154,470,7559,-28,0.0855634443837612,-42,0.0251552130164847,71651,-2730,2005686,0.0357239368475424
"DE",2019,7,"5",6027,14183,2470389,161,359,10702,-234,0.0595652895304463,-485,0.0253119932313333,75001,-93122,2661968,0.0281750193841549
"DE",2019,7,"6",5529,10492,2047962,159,289,11624,-151,0.0522698498824381,-295,0.0275447960350743,60975,-62590,2161496,0.02820962888666
"DC",2019,0,"0",295320,484480,29069948,30724,45106,0,1991,0.152736015169985,6703,0.0931018824306473,2986818,609974,31209244,0.0957029910753365
"DC",2019,0,"1",27415,34828,688331,5001,5723,0,-1541,0.208754331570308,-1472,0.164321810037901,221953,-63443,897441,0.247317650965356
"DC",2019,0,"2",95643,138831,5429809,14501,19576,0,425,0.204677812281087,1998,0.141005971288833,1189934,214689,6223414,0.191202770697884
"DC",2019,0,"3",60824,123986,6449995,5676,10726,0,1541,0.176344863869525,3625,0.0865097672317842,697247,254115,6844360,0.101871760106131
"DC",2019,0,"4",38861,77985,5660139,2420,4508,0,644,0.116003190859731,1239,0.0578059883310893,349184,67084,6038213,0.057829029880198
"DC",2019,0,"5",33009,53958,5136129,1581,2519,0,510,0.0763125208276531,747,0.0466844582823678,241814,27697,5333983,0.0453346026787112
"DC",2019,0,"6",39568,54892,5705543,1545,2054,0,412,0.0519106348564497,566,0.0374189317204693,286683,109830,5871831,0.0488234419553288
"DC",2019,1,"0",15318,22097,178113,1534,1968,0,-233,0.128476302389346,-230,0.0890618636013939,8560,-1271,202962,0.042175382583932
"DC",2019,1,"1",2704,3834,25383,435,524,0,-100,0.193786982248521,-114,0.136671883150756,2481,-545,30861,0.0803927286866919
"DC",2019,1,"2",4142,6531,49099,569,751,0,-196,0.181313375181072,-179,0.114990047465932,3180,-1085,60035,0.0529691013575414
"DC",2019,1,"3",2303,3891,28323,227,325,0,38,0.141120277898393,56,0.0835260858391159,1295,281,31612,0.0409654561558902
"DC",2019,1,"4",1617,2347,20485,119,155,0,16,0.095856524427953,5,0.066041755432467,637,36,22150,0.0287584650112867
"DC",2019,1,"5",1765,2215,20834,81,97,0,8,0.054957507082153,3,0.0437923250564334,433,52,22158,0.0195414748623522
"DC",2019,1,"6",2787,3279,33987,103,116,0,1,0.0416218155723,-1,0.0353766392192742,532,-9,36145,0.0147184949508922
"DC",2019,2,"0",39472,69854,691620,3741,5680,0,-381,0.143899473044183,-19,0.0813124516849429,66107,-6965,775956,0.0851942635922655
"DC",2019,2,"1",6880,10420,88597,1022,1277,0,-361,0.185610465116279,-372,0.122552783109405,18418,-6127,113064,0.162898889124744
"DC",2019,2,"2",11996,22982,192223,1488,2335,0,-305,0.194648216072024,-147,0.101601253154643,26177,-5757,228703,0.114458489831791
"DC",2019,2,"3",6993,15976,128476,543,1033,0,104,0.147719147719148,193,0.0646594892338508,9391,1676,138043,0.0680295270314322
"DC",2019,2,"4",4358,8040,85462,259,464,0,60,0.106470858191831,128,0.0577114427860696,4638,1141,90453,0.0512752479188087
"DC",2019,2,"5",4053,6131,85267,212,311,0,57,0.07673328398717,91,0.0507258196052846,3751,982,89410,0.0419528017000335
"DC",2019,2,"6",5192,6305,111594,217,260,0,64,0.0500770416024653,88,0.0412371134020619,3730,1120,116281,0.0320774675140393
"DC",2019,3,"0",65164,106121,2026511,6846,9567,0,-474,0.14681419188509,375,0.0901518078419917,256040,-19961,2251012,0.113744395853954
"DC",2019,3,"1",9314,11441,208475,1772,2006,0,-612,0.215374704745544,-560,0.175334323922734,65683,-23796,269186,0.244006003283975
"DC",2019,3,"2",21290,33507,603799,3075,4167,0,-506,0.195725692813527,-249,0.124362073596562,116370,-19486,716179,0.162487311133111
"DC",2019,3,"3",11293,24736,365533,909,1752,0,225,0.155140352430709,583,0.0708279430789133,33645,7978,390146,0.0862369471941273
"DC",2019,3,"4",8151,15423,286705,501,883,0,197,0.108330266225003,353,0.0572521558711016,18587,7203,297536,0.0624697515594752
"DC",2019,3,"5",7577,11478,275234,300,409,0,102,0.0539791474198231,102,0.0356333856072487,10968,3643,283483,0.0386901507321427
"DC",2019,3,"6",7539,9536,286763,289,350,0,120,0.0464252553389044,146,0.0367030201342282,10785,4498,294480,0.0366238793806031
"DC",2019,4,"0",52227,71038,2572542,6326,7903,0,83,0.15132019836483,550,0.11125031673189,389839,5755,2888497,0.134962577423484
"DC",2019,4,"1",5924,6260,213411,1156,1223,0,-350,0.206448345712357,-335,0.195367412140575,70519,-21289,276867,0.254703521907631
"DC",2019,4,"2",22459,26401,1001248,3620,4189,0,84,0.186517654392448,216,0.158668232263929,223321,5762,1179788,0.18928909261664
"DC",2019,4,"3",7990,14334,417408,803,1386,0,116,0.173466833541927,305,0.096693177061532,49947,7193,457048,0.109281738460731
"DC",2019,4,"4",5183,9278,292770,330,539,0,121,0.103993825969516,199,0.058094416900194,20423,7701,305385,0.0668762381911358
"DC",2019,4,"5",4869,7318,289827,208,318,0,64,0.0653111521873075,111,0.0434544957638699,12863,3838,300275,0.04283739905087
"DC",2019,4,"6",5802,7447,357876,209,248,0,48,0.0427438814201999,54,0.0333020008056936,12763,2549,369131,0.034575801002896
"DC",2019,5,"0",34250,45923,2404977,4021,5269,0,695,0.153839416058394,1082,0.114735535570411,347131,60467,2765136,0.125538490692682
"DC",2019,5,"1",1781,1901,87726,389,420,0,-107,0.235822571588995,-101,0.220936349289847,33235,-8870,118031,0.281578568342215
"DC",2019,5,"2",14191,16256,887521,2284,2689,0,391,0.189486294130082,438,0.165415846456693,196789,33861,1025342,0.19192523080104
"DC",2019,5,"3",7176,10992,521375,798,1292,0,230,0.180044593088071,431,0.117540029112082,69230,19627,566129,0.122286616654508
"DC",2019,5,"4",3766,6513,298168,258,463,0,79,0.122942113648433,165,0.0710885920466759,22554,7078,428207,0.0526707877264968
"DC",2019,5,"5",3197,4772,261225,147,217,0,72,0.0678761338755083,103,0.0454735959765298,12704,6100,267760,0.0474454735584105
"DC",2019,5,"6",4139,5489,348960,145,188,0,30,0.0454215994201498,46,0.0342503188194571,12618,2672,359665,0.0350826463514659
"DC",2019,6,"0",53640,85665,6156848,5532,8791,0,1341,0.163888888888889,2594,0.10262067355396,755509,191469,6629246,0.113966052851259
"DC",2019,6,"1",723,828,44835,212,247,0,-9,0.341632088520055,3,0.298309178743961,26623,-897,62847,0.423616083504384
"DC",2019,6,"2",15735,22164,1461977,2603,3844,0,581,0.244296155068319,1152,0.173434398123082,350819,83133,1669054,0.210190323380789
"DC",2019,6,"3",14708,25510,1712127,1511,2709,0,415,0.18418547729127,850,0.106193649549196,207534,58029,1843709,0.112563316662228
"DC",2019,6,"4",8633,15879,1095962,577,1062,0,133,0.123016332676937,298,0.0668807859436992,81054,18919,1153270,0.0702818940924502
"DC",2019,6,"5",6215,10036,815233,332,516,0,142,0.0830249396621078,183,0.0514149063371861,47335,20100,843953,0.0560872465646784
"DC",2019,6,"6",7626,11248,1026712,297,413,0,79,0.0541568318908996,108,0.0367176386913229,42143,12186,1056410,0.0398926553137513
"DC",2019,7,"0",35249,83782,15039332,2724,5928,0,960,0.16817498368748,2351,0.0707550547850374,1163629,380479,15696432,0.0741333444441386
"DC",2019,7,"1",89,144,19900,15,26,0,-2,0.292134831460674,7,0.180555555555556,4991,-1919,26582,0.187758633661876
"DC",2019,7,"2",5830,10990,1233937,862,1601,0,376,0.274614065180103,767,0.145677888989991,273276,118262,1344310,0.203283468842752
"DC",2019,7,"3",10361,28547,3276752,885,2229,0,413,0.215133674355757,1207,0.0780817599047185,326203,159332,3417670,0.0954460202418607
"DC",2019,7,"4",7153,20505,3580584,376,942,0,38,0.131692995945757,91,0.0459400146305779,201288,25006,3741210,0.0538029140304875
"DC",2019,7,"5",5333,12008,3388507,301,651,0,65,0.122070129383086,154,0.0542138574283811,153759,-7016,3526941,0.0435955690781331
"DC",2019,7,"6",6483,11588,3539649,285,479,0,70,0.0738855468147463,125,0.0413358646876079,204110,86815,3639717,0.0560785357762705
"FL",2019,0,"0",8287588,16283188,611051522,243986,431307,17688013,-62114,0.0520425243146739,-126789,0.0264878720309561,16727627,-17689815,661032569,0.0253052992915391
"FL",2019,0,"1",656007,897385,12244348,40496,53205,1129405,-21,0.0811043174844171,43,0.0592889339581116,1140691,5947,14312960,0.079696373077267
"FL",2019,0,"2",1497996,2858972,54805036,70411,123010,3607420,-2201,0.0821163741425211,-6740,0.0430259547837474,3368675,-380139,61942769,0.0543836682535132
"FL",2019,0,"3",1428808,3682109,88349690,38008,93866,3201851,-7952,0.0656953208548664,-20481,0.025492455546536,2671671,-1236535,95090131,0.0280961964391447
"FL",2019,0,"4",1464205,3365231,121746976,26860,55759,3319762,-12125,0.0380814161951366,-27142,0.0165691448818818,2321186,-3644571,130622369,0.0177702028968714
"FL",2019,0,"5",1439985,2607747,143723668,23604,39025,3358474,-22644,0.0271009767462856,-41100,0.0149650253648072,2474204,-7177190,156194381,0.0158405442254674
"FL",2019,0,"6",1800587,2871744,190181801,44607,66442,3071098,-17171,0.0369001886606979,-31369,0.023136463417352,4751197,-5257326,202869958,0.0234199141501276
"FL",2019,1,"0",636234,882388,7452449,25709,35458,407267,-1815,0.0557310675003222,-2599,0.0401841366836358,148721,-9240,8282566,0.0179559088330839
"FL",2019,1,"1",83398,104083,721875,6147,7750,78421,-109,0.0929278879589439,63,0.0744598061162726,37871,-872,870633,0.0434982363406855
"FL",2019,1,"2",107459,152518,1126285,6721,9673,96972,68,0.0900157269284099,-64,0.0634220223186771,40017,348,1314933,0.0304327292721378
"FL",2019,1,"3",70179,113704,903072,2972,5001,56484,-292,0.0712606335228487,-514,0.0439826215436572,17686,-1466,1011893,0.0174781325693527
"FL",2019,1,"4",79507,114451,945329,2518,3606,49138,-228,0.0453544970883067,-412,0.031506933098007,14687,-999,1041555,0.0141010316305908
"FL",2019,1,"5",102320,135260,1284078,2485,3199,49468,-638,0.0312646598905395,-839,0.0236507467100399,13260,-3338,1394307,0.00951010071670012
"FL",2019,1,"6",193371,262372,2471808,4866,6229,76782,-616,0.032212689596682,-833,0.0237411004223012,25199,-2912,2649241,0.00951178092140353
"FL",2019,2,"0",1953397,3537709,34240009,64558,106284,1680550,-2615,0.0544098306693417,-3979,0.0300431720076468,1116997,-42087,37327671,0.0299241010777233
"FL",2019,2,"1",306816,430115,4089572,17177,22326,361076,134,0.0727667396745932,313,0.051907048115039,301667,5640,4726057,0.0638305885857915
"FL",2019,2,"2",438212,858948,6947370,19184,34001,503287,163,0.0775902987595045,224,0.0395844684427928,333679,3690,7816175,0.0426908302334582
"FL",2019,2,"3",325759,780951,5661228,9054,20588,292591,-343,0.0632000957763254,-896,0.026362729543851,154590,-7214,6151354,0.0251310524479651
"FL",2019,2,"4",287928,575369,5295192,6008,11184,199136,-658,0.0388430440943569,-862,0.0194379606826228,103071,-11760,5652700,0.0182339413023865
"FL",2019,2,"5",259573,411616,5207896,4789,6972,165120,-1199,0.0268594961725603,-1582,0.0169381170799969,82650,-20217,5537251,0.0149261790733344
"FL",2019,2,"6",335109,480710,7038747,8346,11213,159338,-712,0.0334607545604564,-1176,0.0233259137525743,141339,-12225,7444131,0.018986635243254
"FL",2019,3,"0",2273073,4167590,73739202,64779,107827,3299314,-7503,0.0474366639346823,-13281,0.0258727465993536,2326547,-277098,79651108,0.0292092233042132
"FL",2019,3,"1",214853,284611,4862032,12805,17056,452816,-421,0.0793845094087585,-671,0.0599274096925277,440778,-7527,5661133,0.0778603858980172
"FL",2019,3,"2",540729,962206,15345731,22791,37995,1132486,-156,0.0702662516713548,-1247,0.0394873862769511,825120,-4873,17237892,0.0478666416984165
