"state","year","agi_class","age_group","total_n1","total_n2","nonmig_y1_agi","outflow_n1","outflow_n2","samest_y1_agi","net_outflow_n1","pct_outflow_n1","net_outflow_n2","pct_outflow_n2","outflow_agi","net_outflow_agi","total_agi","pct_outflow_agi"
"NJ",2017,7,"1",576,1190,197622,61,91,5121,5,0.157986111111111,12,0.0764705882352941,25992,5676,221085,0.117565642173825
"NJ",2017,7,"2",17420,45316,4158747,1594,3635,415440,-721,0.208668197474168,-1642,0.0802144937770324,586784,-207376,5199954,0.112844075159126
"NJ",2017,7,"3",72223,268297,24786840,3106,10118,1055578,-221,0.140093875912106,-320,0.0377119386351692,1254675,-54988,26978167,0.0465070514242128
"NJ",2017,7,"4",101973,372397,48095219,2463,7688,754667,695,0.0753925058593942,2314,0.020644634623802,1256261,356730,49598253,0.0253287348649155
"NJ",2017,7,"5",81344,210386,37816150,2596,5869,737288,1642,0.0721503737214791,3731,0.0278963429125512,1711189,1224958,39045822,0.0438251498457377
"NJ",2017,7,"6",47939,93498,21146395,1660,3104,301995,884,0.0647489517929035,1737,0.0331985710924298,850774,421307,21959293,0.0387432327625484
"NM",2017,0,"0",746661,1577294,39996554,37894,76911,971030,2423,0.103006585317835,7113,0.048761359645063,2230551,55509,43035897,0.0518300106536643
"NM",2017,0,"1",75949,119796,1264107,6422,9440,83833,906,0.124293934087348,1188,0.0788006277338141,162048,27934,1464158,0.110676579986586
"NM",2017,0,"2",139861,317794,4419228,11226,23308,226947,1246,0.166651175095273,2796,0.0733431090580691,510518,68675,5047490,0.101142944314897
"NM",2017,0,"3",125142,360221,6434842,6841,19587,196229,764,0.156518195330105,3196,0.0543749531537584,483033,59336,7011788,0.0688887057053065
"NM",2017,0,"4",122447,291130,7902010,4564,10332,167957,208,0.0843793641330535,879,0.0354893003125751,362966,37373,8411977,0.0431487152187886
"NM",2017,0,"5",130859,243951,9628215,4046,7023,150821,-581,0.0536684523036245,-753,0.0287885681960722,364115,-88848,10206221,0.0356757902851604
"NM",2017,0,"6",152403,244402,10348149,4795,7221,145241,-120,0.0473809570677743,-193,0.0295455847333492,347869,-48961,10894261,0.031931399477211
"NM",2017,1,"0",76290,119981,750503,4101,6172,38643,91,0.080901821995019,26,0.0514414782340537,23709,1016,847926,0.0279611664225416
"NM",2017,1,"1",13073,18796,104575,1092,1470,9668,132,0.112445498355389,140,0.0782081293892317,6894,930,124684,0.0552917776138077
"NM",2017,1,"2",14087,25360,132622,1106,1769,10955,-9,0.125576772911195,-123,0.0697555205047319,6557,46,158572,0.0413503014403552
"NM",2017,1,"3",8433,17634,90147,497,993,5423,-5,0.11775168979011,51,0.0563116706362708,3015,88,102909,0.0292977290615981
"NM",2017,1,"4",8394,14162,87570,379,606,3617,-14,0.0721944245889921,0,0.0427905663041943,2149,-19,97914,0.0219478317707376
"NM",2017,1,"5",10919,15536,121147,376,507,4067,-34,0.0464328235186372,-68,0.0326338825952626,1948,-119,133772,0.0145620907215262
"NM",2017,1,"6",21384,28493,214439,651,827,4910,21,0.0386737747848859,26,0.0290246727266346,3144,90,230072,0.0136652873882958
"NM",2017,2,"0",183136,351875,3157191,9363,16154,119661,580,0.0882076708020269,908,0.0459083481349911,162942,10144,3460901,0.0470808035248625
"NM",2017,2,"1",37895,57785,493427,2856,3983,31984,327,0.105106214540177,326,0.0689279224712296,49703,5133,566222,0.0877800579984529
"NM",2017,2,"2",42147,90253,662190,2788,5138,38201,287,0.121906660023252,463,0.056928855550508,48852,4994,749171,0.0652080766607357
"NM",2017,2,"3",26923,71115,470268,1247,3067,18800,35,0.113917468335624,107,0.0431273289741967,21621,878,515492,0.041942454975053
"NM",2017,2,"4",22868,49109,425165,833,1627,11515,15,0.0711474549588945,61,0.033130383432772,14607,384,456582,0.0319920627620011
"NM",2017,2,"5",21963,37723,451425,660,1034,8838,-151,0.0470791786185858,-128,0.0274103332184609,11647,-2322,482899,0.0241189151354631
"NM",2017,2,"6",31340,45890,654713,979,1305,10321,67,0.0416400765794512,79,0.0284375680976248,16510,1078,690532,0.0239091019677582
"NM",2017,3,"0",208834,434576,6880642,10026,19367,230966,832,0.092738730283383,2024,0.0445652774198299,360790,30098,7447948,0.0484415304725543
"NM",2017,3,"1",20752,34637,474145,1950,3026,30173,334,0.145817270624518,493,0.0873632242977163,65857,11325,548133,0.120147847329024
"NM",2017,3,"2",49272,109417,1411613,3641,7429,75078,431,0.150775288196136,1080,0.0678962135682755,131780,16322,1594572,0.0826428659226426
"NM",2017,3,"3",39646,107449,1309999,1645,4184,47266,157,0.105533975684811,407,0.0389394038101797,60730,5700,1415674,0.0428982943813336
"NM",2017,3,"4",34480,75522,1220213,1009,2032,33349,19,0.0589327146171694,122,0.0269060671062737,37100,1151,1293686,0.0286777471503904
"NM",2017,3,"5",32776,57325,1229908,816,1276,25132,-99,0.0389309250671223,-118,0.0222590492804187,29905,-3730,1297200,0.0230534998458218
"NM",2017,3,"6",31908,50226,1234761,965,1420,19965,-10,0.0445029459696628,40,0.0282722096125513,35416,-669,1298680,0.0272707672405827
"NM",2017,4,"0",105982,234711,5979261,5323,11704,167311,264,0.110433847257081,969,0.0498655793720789,327368,16604,6449253,0.050760607468803
"NM",2017,4,"1",3168,6356,121250,369,703,9360,58,0.221906565656566,136,0.110604153555695,21907,3442,144306,0.151809349576594
"NM",2017,4,"2",18406,46443,870311,1828,4158,48177,163,0.225904596327285,427,0.0895291001873264,112382,10422,1008106,0.111478356442676
"NM",2017,4,"3",19826,58460,1081504,1121,3294,36145,71,0.166145465550288,362,0.0563462196373589,68904,4446,1180366,0.0583751141595065
"NM",2017,4,"4",19637,45923,1146666,684,1487,27583,51,0.075724397820441,123,0.0323802887442022,42348,3269,1216109,0.0348225364667147
"NM",2017,4,"5",21595,39930,1324532,633,1039,24313,-61,0.0481129891178514,-63,0.0260205359378913,39140,-3996,1397335,0.0280104627737801
"NM",2017,4,"6",23350,37599,1434996,688,1023,21730,-18,0.0438115631691649,-16,0.0272081704300646,42685,-978,1503028,0.0283993378699532
"NM",2017,5,"0",65538,159258,5212195,3435,8552,108349,403,0.130489181848698,1421,0.0536990292481382,297392,35520,5574091,0.0533525556005454
"NM",2017,5,"1",786,1625,42982,103,165,2645,30,0.209923664122137,44,0.101538461538462,8829,2590,49894,0.176955144907203
"NM",2017,5,"2",8560,24531,563231,967,2515,24779,185,0.293808411214953,482,0.102523337817455,83278,15904,645052,0.12910277000924
"NM",2017,5,"3",12300,41095,923563,867,2876,27069,163,0.233821138211382,772,0.0699841829906315,75119,14272,1008628,0.0744764174700683
"NM",2017,5,"4",12867,33582,1045778,504,1273,21858,26,0.0989352607445403,104,0.0379072121970103,43943,2760,1109566,0.0396037730067432
"NM",2017,5,"5",14876,29794,1261742,473,875,16355,12,0.0588195751546115,38,0.0293683291937974,41138,1210,1319831,0.031169142109861
"NM",2017,5,"6",16149,28631,1374897,521,848,15640,-13,0.0525109913926559,-19,0.0296182459571793,45083,-1215,1441118,0.0312833508428873
"NM",2017,6,"0",84554,219175,10257232,4420,11636,199589,287,0.137616197932682,1505,0.0530899965780769,596460,39611,10985160,0.0542968878013611
"NM",2017,6,"1",247,536,17748,52,93,0,25,0.376518218623482,49,0.173507462686567,8856,4516,20938,0.422963033718598
"NM",2017,6,"2",6728,19838,632623,811,2075,25941,189,0.308412604042806,476,0.104597237624761,104802,24057,723073,0.144939722545303
"NM",2017,6,"3",15024,53492,1667434,1175,4113,45887,254,0.273761980830671,1108,0.0768900022433261,157157,35309,1821699,0.0862694660314355
"NM",2017,6,"4",19127,56663,2343075,890,2488,44622,87,0.13007790035029,340,0.0439087235056386,122313,12630,2494823,0.0490267245411799
"NM",2017,6,"5",21899,47977,2808335,760,1566,45158,-169,0.0715101146171058,-277,0.0326406403068137,104471,-23323,2980873,0.0350471153920345
"NM",2017,6,"6",21529,40669,2788014,732,1301,37979,-99,0.0604301175159088,-191,0.0319899677887334,98859,-13577,2943751,0.0335826637511121
"NM",2017,7,"0",22327,57718,7759527,1226,3326,106508,-34,0.148967617682626,260,0.0576250043314044,461888,-77484,8270615,0.0558468747487339
"NM",2017,7,"1",28,61,9978,0,0,0,0,0,0,0,0,0,9978,0
"NM",2017,7,"2",661,1952,146635,85,224,3812,0,0.338880484114977,-9,0.114754098360656,22866,-3069,168939,0.135350629517163
"NM",2017,7,"3",2990,10976,891924,289,1060,15636,89,0.354515050167224,389,0.0965743440233236,96484,-1356,967017,0.0997748746919651
"NM",2017,7,"4",5074,16169,1633540,265,819,25410,24,0.161411115490737,129,0.0506524831467623,100503,17198,1743294,0.0576512051323529
"NM",2017,7,"5",6831,15666,2431123,328,726,26955,-79,0.106280193236715,-137,0.0463423975488319,135863,-56569,2594307,0.0523696694338796
"NM",2017,7,"6",6743,12894,2646325,259,497,34693,-68,0.0737060655494587,-112,0.0385450597176982,106170,-33689,2787078,0.0380936593809
"NY",2017,0,"0",8016918,15868033,695666041,290076,512455,20709784,108984,0.0639216965921318,225131,0.0322948030168579,25250508,11309237,729130935,0.0346309651503128
"NY",2017,0,"1",657611,869328,13544545,42499,53616,1144031,4757,0.0815314828979442,8614,0.0616752250013804,1384205,15104,15721943,0.0880428710369959
"NY",2017,0,"2",1658702,2906989,74838178,106414,171325,6336339,32633,0.103288595540368,62253,0.0589355515277148,7448664,2736317,85192786,0.0874330368770896
"NY",2017,0,"3",1408339,3665372,128698714,53137,127633,5198138,25903,0.0906266175970416,66820,0.0348212950827365,5924373,3245308,136379386,0.0434403847514022
"NY",2017,0,"4",1489712,3638839,175466809,30291,66927,3301288,14438,0.0449261333734306,34028,0.0183924048302219,3710119,1793663,180713698,0.0205303695351306
"NY",2017,0,"5",1376995,2589632,158121554,26108,45599,2643741,14452,0.0331148624359566,26494,0.0176082933791365,3498180,1609438,162392958,0.0215414513232772
"NY",2017,0,"6",1425559,2197873,144996238,31627,47355,2086244,16801,0.0332185479520665,26922,0.0215458309010575,3284966,1909407,148730161,0.0220867507835213
"NY",2017,1,"0",675864,968309,6954187,27102,38183,343877,7737,0.0564950936874874,12077,0.0394326604420696,159604,45724,7569031,0.0210864508283821
"NY",2017,1,"1",98828,129104,806573,6475,8040,66134,1118,0.0813534625814546,1574,0.0622753748915603,39892,7459,927924,0.0429905897465741
"NY",2017,1,"2",134487,201274,1314491,8718,12339,102675,2292,0.0917486448504316,3560,0.0613044903961764,52120,13738,1508711,0.0345460462606821
"NY",2017,1,"3",81888,143960,863031,3600,6358,50278,1292,0.0776426338413443,2509,0.0441650458460684,21728,7913,946918,0.0229460206691604
"NY",2017,1,"4",89453,137723,1017086,2535,3981,41140,866,0.0445038176472561,1494,0.0289058472441059,15114,5141,1083109,0.0139542742235546
"NY",2017,1,"5",99197,134597,1086142,2251,3031,32379,813,0.0305553595370828,1149,0.022519075462306,12375,4527,1143616,0.0108209398959091
"NY",2017,1,"6",172011,221651,1866863,3523,4434,51269,1356,0.0257774212114342,1791,0.020004421365119,18372,6944,1958751,0.00937944639211416
"NY",2017,2,"0",1624960,3041760,28054316,61836,105152,1201541,22197,0.0647105159511619,44121,0.0345694597864394,1066751,382426,30040099,0.0355109016118755
"NY",2017,2,"1",263645,367324,3424184,15748,20575,243745,3801,0.0780405469476,5786,0.0560132199366227,271497,62848,3855104,0.0704253374228036
"NY",2017,2,"2",376538,732418,5776804,21198,36622,391073,7088,0.0972597719220902,14736,0.0500015018746126,370008,123303,6451173,0.0573551507609546
"NY",2017,2,"3",261264,678943,4485422,9456,22469,194568,4551,0.0860011329536408,11697,0.0330940888999518,162587,79303,4785614,0.0339741149202589
"NY",2017,2,"4",242370,535873,4441594,5708,11653,136321,2536,0.048079382761893,5507,0.0217458241038455,98301,44458,4645348,0.0211611702718505
"NY",2017,2,"5",202656,345246,4048902,3964,6241,103837,1720,0.0307960287383547,2938,0.0180769654101713,67510,29573,4206456,0.0160491397033512
"NY",2017,2,"6",278487,381956,5877408,5762,7592,131995,2501,0.0272615956938744,3457,0.0198766350050791,96845,42941,6096401,0.0158856020133846
"NY",2017,3,"0",1949363,3516290,63984458,68033,112100,2744487,21506,0.057505964769004,43254,0.0318801919068109,2465283,773301,68314059,0.036087491156103
"NY",2017,3,"1",207211,263234,4743907,13000,16436,410527,901,0.0793201133144476,1924,0.0624387427156066,452199,19563,5469815,0.0826717174164026
"NY",2017,3,"2",507458,846723,14508581,27984,43878,1082034,7522,0.086466269129662,14460,0.0518209615187021,1022197,271287,16268261,0.0628338210211897
"NY",2017,3,"3",336681,812874,11061604,10545,24082,489308,4895,0.071527647832815,12149,0.0296257476558483,386933,179626,11763130,0.0328937111126035
"NY",2017,3,"4",331479,705003,11748792,6090,12272,336837,2914,0.0370219531252357,6424,0.017407018126164,221835,107001,12218606,0.018155508083328
"NY",2017,3,"5",296362,489412,11236037,4788,7497,233400,2513,0.0252967654422632,4165,0.0153183820584702,176245,94413,11570972,0.0152316503747481
"NY",2017,3,"6",270172,399044,10685535,5626,7935,192380,2761,0.0293701789970833,4132,0.0198850252102525,205873,101412,11023273,0.0186762134984773
"NY",2017,4,"0",1233165,2261745,68468471,42898,70592,2827487,14723,0.0572445698669683,28299,0.0312112992401884,2640453,913060,72840156,0.0362499635503252
"NY",2017,4,"1",57636,70480,2121727,4288,5048,239546,-744,0.0875841487958915,-517,0.0716231555051078,258960,-44692,2570297,0.100751002705135
"NY",2017,4,"2",282849,447496,13023804,18525,27086,1193308,4935,0.0957613426245099,8055,0.0605279153333214,1140464,306742,14928615,0.0763944947337714
"NY",2017,4,"3",217700,515109,11918502,7583,17202,559367,3734,0.0790169958658705,8752,0.0333948737063418,468090,230517,12711920,0.0368229189611011
"NY",2017,4,"4",231659,504959,13693461,4045,8305,372096,1954,0.035850107269737,4293,0.0164468798456904,248803,119936,14204096,0.0175162854432975
"NY",2017,4,"5",229174,400524,14229746,3881,6383,250243,2388,0.0278521996387025,3999,0.0159366230238388,240171,148017,14584705,0.0164673197023869
"NY",2017,4,"6",214147,323177,13481228,4576,6568,212925,2456,0.0306705207170775,3717,0.020323228447569,283962,152539,13840522,0.0205167117251792
"NY",2017,5,"0",795987,1646579,63172431,26791,48232,2217213,10944,0.0605939544238788,22436,0.0292922477451735,2318553,948548,66604303,0.0348108589920985
"NY",2017,5,"1",16811,21263,853782,1543,1794,92899,-338,0.106715840818512,-294,0.0843719136528241,132139,-28410,1056025,0.125128666461495
"NY",2017,5,"2",141851,248880,9134601,10528,16231,851016,3059,0.114422880346279,5383,0.065216168434587,909207,263485,10521034,0.0864180269733944
"NY",2017,5,"3",147366,382549,11375301,5413,12914,519490,2647,0.087632153956815,6575,0.0337577669788707,469761,229643,12119236,0.0387616018039421
"NY",2017,5,"4",164815,404990,13763465,2883,6480,337023,1527,0.0393168097563935,3683,0.0160003950714832,249827,131956,14223482,0.0175644051154281
"NY",2017,5,"5",165180,322651,14190322,2907,5213,232387,1902,0.031559510836663,3515,0.0161567762071092,252453,165437,14516971,0.017390197996538
"NY",2017,5,"6",159964,266246,13854958,3517,5600,184395,2147,0.0350078767722738,3574,0.0210331798411995,305162,186434,14167552,0.0215395009667161
"NY",2017,6,"0",1209723,2973211,150874335,41388,84815,4482672,19989,0.0701110915474038,44966,0.0285263978910343,5714241,2792460,157958597,0.0361755618784079
"NY",2017,6,"1",11436,14840,853030,1251,1491,75536,12,0.130377754459601,128,0.100471698113208,164621,4083,1038678,0.158490889380539
"NY",2017,6,"2",162953,322016,15620313,13861,23771,1496294,4785,0.145876418353758,9434,0.0738193133260459,1896473,675697,18096869,0.104795641721228
"NY",2017,6,"3",244094,739312,29270473,9853,25320,1283617,4988,0.103730530041705,13713,0.0342480576536023,1377801,700725,31173861,0.0441973164633024
"NY",2017,6,"4",289075,866398,37992453,5360,13595,713627,2961,0.0470293176511286,7719,0.0156914027964053,746872,411580,39040647,0.0191306255759542
"NY",2017,6,"5",266646,603994,35530828,5208,10398,495429,3454,0.0389955221529669,7050,0.0172154028020146,724029,480614,36282796,0.0199551600157827
"NY",2017,6,"6",235519,426651,31607235,5855,10240,418166,3789,0.0434784454757366,6922,0.0240008812823596,804441,519760,32325744,0.024885459712853
"NY",2017,7,"0",527856,1460139,314157840,22028,53381,6892504,11888,0.101127959140372,29978,0.0365588481644556,10885620,5453718,325804687,0.0334114898721515
"NY",2017,7,"1",2044,3083,741340,194,232,15641,7,0.113502935420744,13,0.0752513785274084,64893,-5749,804097,0.0807029500172243
"NY",2017,7,"2",52566,108182,15459582,5600,11398,1219937,2952,0.216832172887418,6625,0.105359486790779,2058190,1082063,17418121,0.118163721563308
"NY",2017,7,"3",119346,392625,59724378,6687,19288,2101508,3796,0.161614130343707,11425,0.0491257561286215,3037469,1817579,62878704,0.0483068003437221
"NY",2017,7,"4",140861,483893,92809955,3670,10641,1364241,1680,0.0755425561369009,4908,0.0219903987038457,2129363,973591,95298408,0.0223441613001552
"NY",2017,7,"5",117780,293208,77799573,3109,6836,1296063,1662,0.0580404143318051,3678,0.0233145071075823,2025395,686859,80087439,0.025289796069019
"NY",2017,7,"6",95259,179148,67623009,2768,4986,895111,1791,0.0523415110383271,3329,0.0278317368879362,1570306,899374,69317915,0.0226536819522053
"NC",2017,0,"0",3643150,7835764,225697441,152525,306961,9632107,-38291,0.0842570303171706,-74580,0.0391743549193161,9444186,-3810187,248103216,0.0380655525239141
"NC",2017,0,"1",330186,498209,5254829,28996,43020,727489,-3675,0.130290200069052,-3620,0.086349303204077,814135,-80868,6709478,0.121341034280163
"NC",2017,0,"2",682056,1461665,23005992,52015,104029,2399196,-6965,0.152522666760501,-12631,0.0711715748820694,2624908,-442341,28181943,0.0931414842475553
"NC",2017,0,"3",672505,1925950,41091687,27999,77743,2076295,-5727,0.11560211448242,-16911,0.0403660531166437,2135736,-612236,45794063,0.046637836000706
"NC",2017,0,"4",686995,1708313,56501216,17299,39615,1850164,-5149,0.0576641751395571,-12758,0.02318954430482,1660724,-661806,60652956,0.027380759480214
"NC",2017,0,"5",607402,1157063,52239006,12417,21526,1499835,-8198,0.0354394618391115,-15189,0.0186039999550586,1182409,-1140548,56149482,0.021058235230024
"NC",2017,0,"6",664006,1084564,47604710,13799,21028,1079125,-8577,0.0316683885386578,-13471,0.0193884362748533,1026271,-872388,50615291,0.0202759083218548
"NC",2017,1,"0",294259,458273,3092168,14051,20671,243076,-2802,0.0702476389847039,-4234,0.0451063012658394,83991,-16171,3578576,0.0234705089398688
"NC",2017,1,"1",55075,76257,411743,4030,5190,60571,-509,0.0942351339083069,-711,0.0680593257012471,24931,-3613,519857,0.0479574190594721
"NC",2017,1,"2",57256,97469,513464,4062,6339,67345,-699,0.110713287690373,-1170,0.0650360627481558,24917,-4021,644683,0.0386500031798574
"NC",2017,1,"3",34628,68638,357144,1770,3281,34552,-292,0.094749913364907,-603,0.0478015093679886,10847,-1573,424739,0.0255380362999395
"NC",2017,1,"4",32483,54449,366914,1308,2075,30099,-166,0.0638795677739125,-287,0.0381090561810134,7608,-1077,421805,0.0180367705456313
"NC",2017,1,"5",37971,55040,493721,1123,1491,20305,-415,0.0392668088804614,-575,0.0270893895348837,6060,-2296,542038,0.0111800279685188
"NC",2017,1,"6",76846,106420,949180,1758,2295,30202,-721,0.0298649246545038,-888,0.0215654952076677,9626,-3591,1025453,0.00938707088476995
"NC",2017,2,"0",833002,1597326,14036004,35328,59439,919183,-6783,0.0713551708159164,-11810,0.0372115648277183,619882,-122580,15826753,0.0391667197940095
"NC",2017,2,"1",151041,226538,1820409,11483,15699,225220,-1934,0.103938665660317,-2524,0.0692996318498442,205708,-36948,2265012,0.0908198278861216
